City_ID,City,Country,Date,Max Temp,Cloudiness,Wind Speed,Humidity,Lng,Lat
354,Korla,CN,1651350515,14.73,5,1.64,29,86.1469,41.7597
355,Ende,ID,1651350516,25.22,100,0.86,89,121.6623,-8.8432
356,San Rafael,AR,1651350516,19.79,0,2.54,27,-68.3301,-34.6177
357,Saint Anthony,US,1651350517,11.72,100,6.69,90,-93.218,45.0205
358,Tsil'na,RU,1651350518,4.75,41,3.0,94,48.1414,54.5953
359,Córdoba,AR,1651350472,20.98,0,3.09,27,-64.1811,-31.4135
360,Odienné,CI,1651350518,28.78,79,0.64,50,-7.5692,9.51
361,Mēga,ET,1651350519,15.94,35,2.22,87,38.3,4.05
362,Key Largo,US,1651350251,29.0,14,5.1,53,-80.4473,25.0865
363,Mugumu,TZ,1651350519,16.18,98,0.87,91,34.7,-1.85
364,Tiksi,RU,1651350520,1.25,100,7.67,89,128.8694,71.6872
365,Smalininkai,LT,1651350520,5.06,7,2.76,67,22.5793,55.0735
366,Kenai,US,1651350521,7.24,0,5.66,56,-151.2583,60.5544
367,Fairbanks,US,1651350521,12.27,0,4.12,35,-147.7164,64.8378
368,Evensk,RU,1651350522,-0.38,13,3.77,65,159.2333,61.95
369,Vila Velha,BR,1651350522,26.97,20,3.6,83,-40.2925,-20.3297
370,Gazli,UZ,1651350523,27.25,100,6.13,18,63.45,40.1333
371,Tiarei,PF,1651350523,28.01,38,6.88,75,-149.3333,-17.5333
372,Boguchany,RU,1651350524,8.71,100,0.48,98,97.4531,58.3814
373,Honningsvåg,NO,1651350524,-2.14,100,2.57,86,25.9704,70.9821
374,Perevolotskiy,RU,1651350525,7.13,3,2.25,59,54.1938,51.8763
375,Coahuayana Viejo,MX,1651350525,31.43,45,4.04,39,-103.6833,18.7333
376,Curvelo,BR,1651350526,27.66,22,4.09,32,-44.4308,-18.7564
377,Rostusa,MK,1651350526,10.41,52,1.52,86,20.6,41.61
378,Shubarshi,KZ,1651350527,14.4,100,5.38,65,57.1869,48.5872
379,Chifeng,CN,1651350528,6.8,98,2.2,22,118.9636,42.2683
380,Batticaloa,LK,1651350528,27.84,50,2.36,80,81.6924,7.7102
381,Beroroha,MG,1651350529,19.5,0,0.8,70,45.1667,-21.6667
382,Bouca,CF,1651350529,24.15,61,2.05,72,18.2733,6.5105
383,Basco,PH,1651350530,27.49,15,5.06,78,121.9702,20.4487
384,Narsaq,GL,1651350532,13.12,20,1.16,60,-46.05,60.9167
385,Severo-Kuril'sk,RU,1651350412,1.34,100,3.17,82,156.125,50.6789
386,Gundlupēt,IN,1651350534,25.43,90,2.52,69,76.6833,11.8
387,Inuvik,CA,1651350536,10.48,40,3.6,37,-133.7218,68.3499
388,Scalea,IT,1651350537,15.44,42,1.34,65,15.7956,39.813
389,Deputatsky,RU,1651350538,-13.9,24,1.27,86,139.9,69.3
390,Kloulklubed,PW,1651350538,23.28,96,2.09,74,134.2556,7.0419
391,Khatanga,RU,1651350503,-15.89,92,3.37,99,102.5,71.9667
392,Mikhaylovka,RU,1651350539,8.77,96,3.35,58,43.2379,50.06
393,Nānākuli,US,1651350540,26.97,0,3.6,59,-158.1547,21.3906
394,Salalah,OM,1651350540,30.05,40,2.57,79,54.0924,17.0151
395,Mogadishu,SO,1651350541,28.49,100,5.48,77,45.3438,2.0371
396,Hostotipaquillo,MX,1651350541,34.47,29,1.68,4,-104.0667,21.0667
397,Acajutla,SV,1651350542,30.34,100,3.41,60,-89.8275,13.5928
398,Morón,AR,1651350542,14.98,97,0.73,50,-58.6198,-34.6534
399,Mastic Beach,US,1651350543,18.91,0,5.66,27,-72.8521,40.7668
400,Lerwick,GB,1651350543,7.0,100,6.46,76,-1.1494,60.1545
401,Farmington,US,1651350500,22.33,0,4.63,10,-108.2187,36.7281
402,Uzhur,RU,1651350544,12.55,100,3.3,52,89.8339,55.3036
403,Orlik,RU,1651350544,2.43,40,0.97,74,99.825,52.5178
404,Ketchikan,US,1651350391,12.26,0,4.12,50,-131.6461,55.3422
405,Assiut,EG,1651350545,29.1,0,5.66,17,31.1837,27.181
406,Ahipara,NZ,1651350546,14.82,9,2.87,87,173.1667,-35.1667
407,Rosário do Sul,BR,1651350546,15.42,100,2.36,77,-54.9142,-30.2583
408,Amposta,ES,1651350547,17.9,75,3.7,65,0.581,40.7131
409,Mahina,PF,1651350547,27.87,40,3.09,65,-149.489,-17.5065
410,Ous,RU,1651350432,0.02,99,2.91,74,61.5186,60.9058
411,Seoul,KR,1651349897,8.69,0,0.0,87,126.9778,37.5683
412,Ballina,AU,1651350548,17.98,100,3.6,96,153.5667,-28.8667
413,Hambantota,LK,1651350549,27.36,100,6.39,85,81.1185,6.1241
414,Eureka,US,1651350385,15.41,98,1.79,79,-124.1637,40.8021
415,Mandalgovi,MN,1651350550,7.42,62,3.66,33,106.2708,45.7625
416,High Level,CA,1651350509,6.06,75,2.57,56,-117.136,58.5169
417,Beloha,MG,1651350550,20.17,7,2.9,80,45.05,-25.1667
418,Blankenberge,BE,1651350551,8.86,6,0.45,60,3.1323,51.3131
419,Marsá Maţrūḩ,EG,1651350551,19.11,0,3.09,68,27.2453,31.3525
420,Port Hawkesbury,CA,1651350552,8.57,100,6.69,96,-61.3485,45.6169
421,Bratsk,RU,1651350553,13.27,80,2.0,95,101.6142,56.1325
422,Jackson,US,1651350324,16.51,75,7.72,62,-122.8345,42.4165
423,Margherita,IN,1651350553,21.65,100,1.01,77,95.6833,27.2833
424,Wote,KE,1651350554,19.24,100,1.27,85,37.6288,-1.7808
425,Cururupu,BR,1651350554,26.64,88,1.91,84,-44.8683,-1.8283
426,Santa Rosa,PH,1651350555,27.99,100,3.3,77,121.1114,14.3122
427,Sunrise Manor,US,1651350555,30.48,0,2.57,9,-115.0731,36.2111
428,Dudinka,RU,1651350556,-7.43,100,7.07,93,86.1778,69.4058
429,Saint-Leu,RE,1651350556,24.48,33,2.73,81,55.2833,-21.15
430,Iquique,CL,1651350557,19.02,10,2.99,72,-70.1431,-20.2208
431,Kanniyākumāri,IN,1651350557,28.53,43,8.16,83,77.5667,8.0833
432,Souillac,MU,1651350423,25.21,40,3.6,83,57.5167,-20.5167
433,Beringovskiy,RU,1651350558,-3.97,100,7.96,92,179.3167,63.05
434,Menongue,AO,1651350559,16.22,7,1.78,57,17.691,-14.6585
435,Boyolangu,ID,1651350559,23.85,100,1.9,92,111.8935,-8.1181
436,Mehamn,NO,1651350560,-2.03,75,4.12,69,27.8492,71.0357
437,Churapcha,RU,1651350561,-5.3,18,1.84,92,132.4325,62.0025
438,Khlung,TH,1651350561,30.06,36,0.51,100,102.2214,12.4547
439,Agirish,RU,1651350562,-0.33,65,4.04,73,63.0231,61.9247
440,Omaruru,NA,1651350562,17.85,0,2.54,47,15.9333,-21.4333
441,City of San Pedro,PH,1651350563,27.57,20,2.57,76,121.0167,14.35
442,Mt. Pleasant,US,1651350433,27.32,0,5.14,52,-79.8626,32.7941
443,Kargopol',RU,1651350564,-1.45,100,2.47,81,38.9456,61.5071
444,Gribanovskiy,RU,1651350565,5.7,28,3.44,73,41.9764,51.4579
445,Gadsden,US,1651349755,28.62,100,2.06,55,-86.0066,34.0143
446,Leningradskiy,RU,1651350565,-12.42,71,1.97,91,178.4167,69.3833
447,Santa Cruz de La Palma,ES,1651350566,20.08,20,6.69,77,-17.7642,28.6835
448,Yangi Marg`ilon,UZ,1651350567,20.4,49,1.03,60,71.7189,40.4272
449,São Miguel do Araguaia,BR,1651350568,30.36,5,1.72,43,-50.1628,-13.275
450,Salem,IN,1651350514,29.06,37,2.13,64,78.1667,11.65
451,Kruisfontein,ZA,1651350568,11.6,7,3.1,86,24.7314,-34.0033
452,Nabire,ID,1651350308,23.76,64,1.82,92,135.4833,-3.3667
453,Yining,CN,1651350569,13.31,100,0.9,96,114.5636,29.0361
454,Devon,GB,1651350570,10.29,100,0.99,74,-3.75,50.75
455,Okahandja,NA,1651350570,17.49,1,2.95,39,16.9167,-21.9833
456,Carutapera,BR,1651350571,25.73,34,2.63,91,-46.02,-1.195
457,Podor,MR,1651350572,34.52,3,7.23,13,-14.9587,16.6527
458,Roebourne,AU,1651350573,24.2,85,4.95,54,117.1333,-20.7833
459,Chambersburg,US,1651350525,20.23,100,0.89,26,-77.6611,39.9376
460,Prattville,US,1651350574,25.92,100,2.57,89,-86.4597,32.464
461,Waipawa,NZ,1651350575,9.41,65,3.76,82,175.5153,-41.4122
462,Skibbereen,IE,1651350575,11.73,100,3.12,87,-9.2667,51.55
463,Huambo,AO,1651350576,15.42,79,1.67,64,15.7392,-12.7761
464,Hualmay,PE,1651350576,21.63,71,4.41,75,-77.6139,-11.0964
465,Athabasca,CA,1651350577,9.23,99,2.26,49,-113.2854,54.7169
466,Mizdah,LY,1651350578,17.37,29,10.21,47,12.9801,31.4451
467,Riyadh,SA,1651350409,24.08,0,3.4,24,46.7219,24.6877
468,Karpathos,GR,1651350578,16.98,3,16.46,77,27.2132,35.507
469,Hamilton,US,1651350579,22.95,0,5.66,72,-84.5333,39.1834
470,Kirakira,SB,1651350579,26.8,100,0.91,80,161.9205,-10.4544
471,Calvià,ES,1651350580,18.29,86,1.98,59,2.5062,39.5657
472,Fukuechō,JP,1651350580,15.42,100,7.91,71,128.8419,32.6881
473,Barcelona,ES,1651350581,18.63,20,1.54,78,2.159,41.3888
474,Ajdabiya,LY,1651350581,22.62,89,2.93,43,20.2263,30.7554
475,Hay River,CA,1651350582,0.98,0,6.69,74,-115.7999,60.8156
476,Manavālakurichi,IN,1651350582,28.12,38,5.94,84,77.3,8.1333
477,Gao,ML,1651350583,33.17,47,3.59,10,1.637,16.6362
478,Shaunavon,CA,1651350583,12.88,100,4.29,33,-108.4181,49.6501
479,Chui,UY,1651350584,14.71,100,2.14,65,-53.4616,-33.6971
480,Tual,ID,1651350584,28.74,99,6.95,74,132.75,-5.6667
481,Sambava,MG,1651350585,24.33,20,4.12,89,50.1667,-14.2667
482,Rincon,US,1651350450,25.98,40,4.63,41,-81.2354,32.296
483,La Plata,AR,1651350586,13.9,100,0.92,61,-57.9545,-34.9215
484,Ushtobe,KZ,1651350586,19.3,92,2.71,28,77.9838,45.2514
485,Mopti,ML,1651350586,35.78,37,3.6,15,-4.0,14.6667
486,Florø,NO,1651350587,6.98,100,3.6,81,5.0328,61.5996
487,Elliot Lake,CA,1651350587,13.42,100,4.26,35,-82.6331,46.3834
488,Syracuse,IT,1651350501,16.65,100,4.66,66,15.2792,37.0881
489,Lebedinyy,RU,1651350588,-5.29,10,3.98,69,125.5167,58.5167
490,Salé,MA,1651350589,18.38,3,2.57,63,-6.8166,34.0389
491,Ikryanoye,RU,1651350589,11.99,2,3.56,61,47.7308,46.0932
492,Sola,VU,1651350419,27.51,99,2.08,71,167.55,-13.8833
493,Dawlatabad,AF,1651350590,27.29,100,2.29,29,64.9053,36.4141
494,Ulety,RU,1651350590,3.45,17,1.68,93,112.4849,51.3572
495,Invermere,CA,1651350591,11.55,100,2.08,43,-116.0354,50.5167
496,Calama,CL,1651350591,22.27,0,9.77,9,-68.9333,-22.4667
497,Panabá,MX,1651350592,30.62,100,3.37,50,-88.2667,21.2833
498,Cascais,PT,1651350592,21.64,0,7.72,50,-9.4215,38.6979
499,Linares,CL,1651350593,16.77,3,3.99,51,-71.6,-35.85
500,Mlonggo,ID,1651350593,26.35,100,2.16,84,110.7,-6.5333
501,Nyurba,RU,1651350594,1.63,100,3.04,99,118.3319,63.2842
502,San Vicente de Cañete,PE,1651350594,22.36,48,3.53,72,-76.3835,-13.0751
503,Egvekinot,RU,1651350595,-9.3,100,4.92,80,-179.1667,66.3167
504,Manggar,ID,1651350596,26.29,88,1.23,85,108.2667,-2.8833
505,Southbridge,US,1651350596,16.48,100,1.34,35,-72.0334,42.0751
506,Kualakapuas,ID,1651350597,23.24,92,0.76,98,114.3876,-3.0091
507,Tawang Town,IN,1651350597,8.18,100,0.66,97,91.8667,27.5833
508,Te Anau,NZ,1651350598,12.88,100,4.0,86,167.7167,-45.4167
509,Malé,MV,1651350598,29.97,75,7.2,79,73.5089,4.1748
510,Del Rio,US,1651350412,32.06,0,4.63,49,-100.8968,29.3627
511,Melfi,IT,1651350599,10.83,1,1.04,75,15.6514,40.9965
512,Pevek,RU,1651350599,-16.74,100,2.21,98,170.3133,69.7008
513,Poum,NC,1651350578,24.43,2,2.97,78,164.0167,-20.2333
514,Pinega,RU,1651350600,-4.5,27,2.22,91,43.3936,64.7001
515,La Ronge,CA,1651350506,5.14,75,4.12,70,-105.2842,55.1001
516,Tigil',RU,1651350336,-2.88,94,0.8,96,158.6667,57.8
517,Mīnāb,IR,1651350601,28.18,0,0.51,51,57.0801,27.1467
518,Gondanglegi,ID,1651350602,24.51,100,0.82,88,112.0132,-7.7479
519,Dahegām,IN,1651350602,31.87,0,4.77,44,72.8167,23.1667
520,Thunder Bay,CA,1651350318,7.38,100,9.26,53,-89.3168,48.4001
521,Marabu,MY,1651350603,24.08,20,1.54,100,114.0089,4.4148
522,Newcastle,AU,1651350604,15.36,100,3.6,85,151.7765,-32.9272
523,Bonavista,CA,1651350604,2.1,100,4.04,97,-53.1147,48.6499
524,Kahului,US,1651350605,26.01,40,8.23,71,-156.47,20.8947
525,Hinganghāt,IN,1651350605,34.51,42,2.95,16,78.8333,20.5667
526,Lavrentiya,RU,1651350421,-3.41,100,6.82,87,-171.0,65.5833
527,Talcahuano,CL,1651350606,14.82,0,5.66,55,-73.1167,-36.7167
528,Mossamedes,AO,1651350607,23.79,31,2.34,82,12.1522,-15.1961
529,Tashtagol,RU,1651350607,9.48,75,1.93,72,87.8894,52.7657
530,Salinópolis,BR,1651350608,25.56,65,3.63,88,-47.3561,-0.6136
531,Foumban,CM,1651350608,18.52,100,1.37,91,10.9001,5.7291
532,Bonthe,SL,1651350609,27.32,35,4.13,79,-12.505,7.5264
533,Manado,ID,1651350609,25.43,40,1.17,94,124.8455,1.487
534,Mwense,ZM,1651350610,20.59,92,1.63,73,28.698,-10.3845
535,Laguna de Duero,ES,1651350610,18.0,0,1.03,68,-4.7233,41.5815
536,Rancho Palos Verdes,US,1651350611,28.56,0,7.2,73,-118.387,33.7445
537,Vagay,RU,1651350612,1.08,100,1.96,66,69.0217,57.9375
538,Paracuru,BR,1651350612,28.39,13,3.42,88,-39.0306,-3.41
539,Davila,PH,1651350613,27.49,36,1.35,78,120.5763,18.4726
540,Makakilo City,US,1651350613,26.18,0,7.72,60,-158.0858,21.3469
541,Vvedenskoye,RU,1651350614,5.39,100,2.86,45,65.0847,55.4753
542,Empório,GR,1651350614,9.2,100,0.61,94,21.55,40.4833
543,Charter Township of Clinton,US,1651350615,16.09,100,5.66,38,-82.9199,42.587
544,Waingapu,ID,1651350615,25.33,84,2.8,86,120.2641,-9.6567
545,Senj,HR,1651350521,18.37,5,3.51,80,14.9058,44.9894
546,Diego de Almagro,CL,1651350616,22.91,0,4.13,30,-70.05,-26.3667
547,Vestmanna,FO,1651350617,4.51,20,3.09,93,-7.1664,62.1564
548,Kununurra,AU,1651350617,26.99,40,2.57,89,128.7333,-15.7667
549,São Félix do Xingu,BR,1651350618,24.67,85,0.88,92,-51.995,-6.6447
550,Biltine,TD,1651350618,31.74,99,0.75,20,20.9167,14.5333
551,Asekeyevo,RU,1651350619,7.4,52,1.98,61,52.7972,53.5742
552,Tamworth,GB,1651350619,14.18,100,1.66,59,-1.6959,52.634
553,Kamaishi,JP,1651350620,7.86,100,4.82,75,141.8833,39.2667
554,Young,UY,1651350620,11.95,100,2.48,79,-57.6333,-32.6833
555,Yambio,SS,1651350621,19.56,94,2.16,87,28.3955,4.5721
556,Cabedelo,BR,1651350334,27.37,100,6.87,75,-34.8339,-6.9811
